"Map","ID","Username","Date","Time","Quote","Hero","Game","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute","Map.Type"
NA,169,"PurpleJ",2023-05-14,12:58:00,NA,"Widowmaker","Overwatch","None","verdantJay","Went 1-6",2023,"May","Sun",12,"58",NA
NA,449,"Jrobpibs",2023-11-28,09:44:00,"""say something""","N/A","Overwatch","None","Seb","No name tag, private profile",2023,"Nov","Tue",9,"44",NA
NA,495,"Teej",2023-12-12,10:48:00,"""like tj with more e""","N/A","Overwatch","None","Seb","Junkrat icon, no playertag, private profile, sighting 2 2024-02-07",2023,"Dec","Tue",10,"48",NA
NA,323,"JPIXKS",2023-10-15,17:02:00,"""The J stands for Jr and the P stands for penis""","N/A","Overwatch","Cyberdemon","Richard","Cyberdemon, flower namecard",2023,"Oct","Sun",17,"02",NA
NA,805,"HedgehogJ",2024-03-29,18:48:00,"N/A","N/A","Overwatch","Officer","Richard","Custom Lovey Dovey Genji icon Endorsement 2 Sakura namecard private profile",2024,"Mar","Fri",18,"48",NA
NA,414,"ScottyJ",2023-11-21,17:22:00,"""sure""","Mercy","Overwatch","Hero of the Light","Seb","hunted down.",2023,"Nov","Tue",17,"22",NA
NA,166,"Jayludus",2023-05-13,16:04:00,"""""you've been marked by avoided by too many people"" ah ok thanks""","Hanzo","Overwatch","Master Challenger","Vixx","Rialto rein player, 2nd 2023-09-25 was toxic",2023,"May","Sat",16,"04",NA
NA,513,"AbyssalJay",2023-12-14,11:12:00,"""uhhhh jaguar"" ""np :)""","N/A","Overwatch","Conquerer","Seb","Conqueror, lvl 4 endorsement, demon profile, ramattra player 2nd sighting 2024-02-01",2023,"Dec","Thu",11,"12",NA
NA,208,"JJSMITTY",2023-06-09,16:19:00,NA,"Junker Queen","Overwatch","World Eater","Vixx","Junkerqueen ""World Eater"" title",2023,"Jun","Fri",16,"19",NA
NA,428,"NOSCOPEJFK",2023-11-23,07:28:00,"""this is hopeless dude""","N/A","Overwatch","Stalwart Hero","Seb","Stalwart hero, private profile",2023,"Nov","Thu",7,"28",NA
NA,431,"JOKERJP",2023-11-23,17:27:00,NA,"N/A","Overwatch","N/A","Vixx",NA,2023,"Nov","Thu",17,"27",NA
NA,284,"Jeyco",2023-09-27,NA,NA,"N/A","Overwatch","None","N/A","Shambali, no nametag",2023,"Sep","Wed",NA,NA,NA
NA,468,"SMJ",2023-12-05,15:59:00,NA,"N/A","Overwatch","N/A","Sqweryl",NA,2023,"Dec","Tue",15,"59",NA
NA,441,"JEJOPADS",2023-11-25,04:53:00,"""jay joe pads :3""","N/A","Overwatch","Herald of Hermes","Seb","Herald of hermes, prival profile, egg profile pic",2023,"Nov","Sat",4,"53",NA
NA,218,"LOLOJD",2023-06-17,15:06:00,NA,"N/A","Overwatch","Technoknight","Vixx","Technoknight",2023,"Jun","Sat",15,"06",NA
NA,424,"JLINKMAN514",2023-11-22,09:56:00,"""no i main dk""","N/A","Overwatch","Platinum Role Challenger","Seb","Plat role challenger, private profile",2023,"Nov","Wed",9,"56",NA
NA,484,"JAYZOMBIE",2023-12-08,17:40:00,"""你好！""","N/A","Overwatch","None","Seb","Private profile, no name tag",2023,"Dec","Fri",17,"40",NA
NA,446,"Aje",2023-11-28,09:09:00,"""not really. It could also be like AJ""","N/A","Overwatch","N/A","Seb","Deathmatch, added sebbo afterwards",2023,"Nov","Tue",9,"09",NA
NA,445,"JSels",2023-11-28,18:10:00,"""first""","Ana","Overwatch","Philosopher","Basileus","Philosopher, ana",2023,"Nov","Tue",18,"10",NA
NA,325,"JAICURRENCY",2023-10-17,05:51:00,NA,"Reinhardt","Overwatch","N/A","Vixx","Rein player",2023,"Oct","Tue",5,"51",NA
NA,490,"JCTHEMAN14",2023-12-11,04:38:00,"""wrd"" ""they got taken by the feds i'm the last one""","N/A","Overwatch","Rebel","Seb","Rebel, sojourn player, pink ghost icon, 2nd 2023-12-13",2023,"Dec","Mon",4,"38",NA
NA,306,"JZUGGY",2023-10-08,07:55:00,"""Oh shit Yeatle love your streams""","Ana","Overwatch","Subjugator","Seb","Subjugator, 2nd 20240925",2023,"Oct","Sun",7,"55",NA
NA,294,"BlueJay",2023-10-01,12:30:00,"""sure""","Real Life","Overwatch","N/A","Richard","Met at OWL grand finals, 2nd spotting 2023-10-21 blizzard world, friends w/ nova, report 20241201",2023,"Oct","Sun",12,"30",NA
NA,251,"RIPSURJJ",2023-08-22,16:05:00,NA,"N/A","Overwatch","Titan","Josiad","Titan playertag",2023,"Aug","Tue",16,"05",NA
NA,483,"DRJVGAMING5",2023-12-07,14:14:00,NA,"Moira","Overwatch","Neogun","Josiad","Moira, Neogun",2023,"Dec","Thu",14,"14",NA
NA,193,"SammyJ",2023-05-26,14:11:00,"""IT'S LITERALLOY WHO CAN THIRD PARTY THE MOST PEOPLE""","N/A","Overwatch","N/A","Sqweryl","? strange man",2023,"May","Fri",14,"11",NA
NA,453,"JLACKIM28",2023-11-29,04:10:00,"""i have 80 million power in rise of kingdoms""","N/A","Overwatch","Bounty Hunter","Seb","Bounty hunter, private profile",2023,"Nov","Wed",4,"10",NA
NA,497,"AJC8499",2023-12-12,15:49:00,NA,"N/A","Overwatch","N/A","Vixx",NA,2023,"Dec","Tue",15,"49",NA
NA,992,"RAVENJAY",2024-07-19,17:01:00,"N/A","Juno","Overwatch","Hashimoto Goon","Vixx","SPELLING UNCONFIRMED 6v6 Custom Cerberus icon Mitzi and Friends namecard",2024,"Jul","Fri",17,"01",NA
